improve_chem_id	canSMILES
Drug_1172	CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3
Drug_1173	N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
Drug_1174	CNNCc1ccc(C(=O)NC(C)C)cc1
Drug_1175	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc2cc(C#CC3CCCC3)ccc2S1(=O)=O
Drug_1176	Cc1ccc(NC(C(=O)c2ccccc2)c2ccccc2)cc1
Drug_1177	CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC(C)C
Drug_1178	CC(C)CC(C(=O)NC(C(=O)OC1CCCC1)c1ccccc1)C(O)C(=O)NO
Drug_1179	CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1
Drug_118	CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1
Drug_1180	CC(Nc1nc(N2CCCC2)nc2ccccc12)c1ccccc1
Drug_1181	C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3OC(CC[C@@H]1O2)C[C@@H](C)C3=C
Drug_1182	C[As](C)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
Drug_1183	O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O
Drug_1184	C[C@@H](CS[As](C)C)C(=O)N1CCC[C@H]1C(=O)O
Drug_1185	CC(=O)NC(CS)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CO)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(N)=O
Drug_1186	CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2O
Drug_1187	CNC(C)C(=O)N[C@H](C(=O)N1CCC[C@@H]1CN(CCc1ccccc1)C(=O)C(F)(F)F)[C@H](C)OCC#CC#CCO[C@H](C)[C@H](NC(=O)[C@H](C)NC)C(=O)N1CCC[C@H]1CN(CCc1ccccc1)C(=O)C(F)(F)F
Drug_1188	O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1
Drug_1189	CC(C)Nc1cc(-c2c[nH]c(C(=O)NC(CO)c3cccc(Cl)c3)c2)c(Cl)cn1
Drug_119	CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
Drug_1190	O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1
Drug_1191	CCOC(=O)c1c(NC(=O)c2cccs2)sc2c1CCC2
Drug_1192	OCC(Cc1ccccc1)Nc1nc(Oc2ccc3c(c2)CCC3)nc2c1ncn2Cc1ccc(-c2ccccc2)cc1
Drug_1193	CC(C)NC(=O)N(C)C[C@H]1Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@H]1C
Drug_1194	CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)O2
Drug_1195	C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12
Drug_1196	C=C1/C(=C\C=C2/CCC[C@]3(C)C(C(C)C/C=C/C(O)(CC)CC)=CC[C@@H]23)C[C@@H](O)C[C@@H]1F
Drug_1197	CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)S(C)(=O)=O)O2
Drug_1198	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(C)C)C(C)C)[C@@H](C)O
Drug_1199	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(C)C)C(C)C)[C@@H](C)O
Drug_12	O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
Drug_120	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
Drug_1200	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)[C@@H](C)O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(C)C)C(C)C)[C@@H](C)O
Drug_1201	CC1(C)NC(=O)C(NC(=O)C(N)CC(=O)O)CCCCNC(=O)CCNC1=O
Drug_1202	C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(C#CC3(O)CCCC3)cnc2O[C@@H]1CN(C)C(=O)C1CCOCC1
Drug_1203	Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1
Drug_1204	NC(=O)c1cccc2c(NC(CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12
Drug_1205	C=C1CCC(O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)CCCC(C)C
Drug_1206	CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)O)NC(=O)CCNC(C)=O)C(=O)NC1(C)CCCC=CCCCC(C)(C(=O)NC(Cc2c[nH]cn2)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(CO)C(=O)NC(C(N)=O)C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CS)NC(=O)C(CC(C)C)NC1=O
Drug_1207	CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)CC)NC1=O)[C@@H](C)CC
Drug_1208	CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)CC)NC1=O)[C@@H](C)CC
Drug_1209	CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CCNC(C)=O)C(=O)N[C@]1(C)CCCC=CCCC[C@](C)(C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC1=O
Drug_121	Cc1sc(Cc2ccccc2)nc1-c1ccc(N)cc1
Drug_1210	CCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@]1(C)CCC/C=C\CCC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)[C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
Drug_1211	CC1(C)C=Cc2c(ccc3c2[N+]([O-])=C2C3=CC34NC(=O)C5(CCCN5C3=O)CC4C2(C)C)O1
Drug_1212	NC(=O)C(CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1
Drug_1213	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
Drug_1214	COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
Drug_1215	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
Drug_1216	CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O
Drug_1217	CC(=O)CCCCC[C@H](C(=O)Nc1nc(-c2ccccc2)cs1)C(=O)NC1CCCCN1C
Drug_1218	Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H]4C)c3[nH]c-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H]2C)c(=N)c1=O
Drug_1219	CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O
Drug_122	COP(=O)(O)C(C)(C)C(=O)[O-]
Drug_1220	COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
Drug_1221	Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1
Drug_1222	Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
Drug_1223	CC(C)Cn1cnc2c(N)nc3ccccc3c21
Drug_1224	Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1
Drug_1225	Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1
Drug_1226	O=C(N[C@@H](COc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1)c1cccn(Cc2ccc(F)c(F)c2)c1=O
Drug_1227	Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2ccc(F)c(F)c2)oc1Cl
Drug_1228	Cn1ncc(C#N)c1-c1ccc2c(c1)CN(C(CN)Cc1cccc(F)c1)C2=O
Drug_1229	Cc1c(C(C(Cl)Cl)C(O)C2CC(C)C(=O)O2)ccc2c1C(=O)C1C2CC(Br)C23OC(COC2O)CC13C
Drug_123	CC(C)(C)OC(=O)CN(Cc1ccc(Cl)cc1)Cc1ccc([N+](=O)[O-])s1
Drug_1230	CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21
Drug_1231	N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1
Drug_1232	Cc1nc(O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2n1
Drug_1233	Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1
Drug_1234	CC(NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1
Drug_1235	C#CCN(c1ccc(C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)cc1)C1CCc2cc3nc(CO)nc(O)c3cc21
Drug_1236	CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21
Drug_1237	C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@@H]1C(=O)N(CCO)c2ncccc2-c2ccccc21
Drug_1238	C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F
Drug_1239	N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
Drug_124	Cc1c(F)c(N)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F
Drug_1240	CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1
Drug_1241	CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cnccn1)[C@H](C)CN([C@H](C)CO)S2(=O)=O
Drug_1242	CNC(=O)c1ccc(Nc2cc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)nc1
Drug_1243	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1
Drug_1244	NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
Drug_1245	C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1
Drug_1246	C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)Nc3ccccc3)c2O[C@@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1
Drug_1247	CC(C)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccncc3)cccc2C1=O
Drug_1248	CC(=O)c1nc(-c2ccc(CC(CNC(=O)CN(C)C)NC(=O)c3ccc(OC(C)C)c(Cl)c3)cc2)cn1C
Drug_1249	CCNC(=O)C1=C(c2ccc(CN3CCOCC3)cc2)C(=C2C=C(C(C)C)C(O)=CC2=O)ON1
Drug_125	Cc1[nH]c2ccccc2c1CCCO
Drug_1250	C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc(F)cc3)ccc2O[C@@H]1CN(C)Cc1ccc(C(=O)O)cc1
Drug_1251	CCCCCCCCCC(=O)NC(CN1CCOCC1)C(C)c1ccccc1.Cl
Drug_1252	Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)ccnc3O)nc12
Drug_1253	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc2ccc(N(C)C)cc2C1=O
Drug_1254	C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@H]1CN(C)Cc1ccc2c(c1)OCO2
Drug_1255	Cl.Cl.O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12
Drug_1256	CC(C)c1ccc(Cn2ccc3c4c(N)nc(NC5CC5)nc4ccc32)cc1.Cl.Cl
Drug_1257	CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
Drug_1258	CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1
Drug_1259	Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1
Drug_126	CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12
Drug_1260	CC(Oc1ccc(OCC2CCCCC2)cc1)C(=O)NCc1ccco1
Drug_1261	N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
Drug_1262	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1
Drug_1263	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1
Drug_1264	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1ccncc1)c1cccc(F)c1
Drug_1265	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2c(NS(=O)(=O)c3ccc(F)cc3)cccc2C1=O
Drug_1266	O=C(NC1CCCCC1)C(c1ccccc1Cl)N(C(=O)Cc1cccs1)c1cccc(F)c1
Drug_1267	CCCCCCCCCCCCOC1C(C(COC2OC(C(O)CN3CCCCC3)C3OC(C)(C)OC23)NC(=O)Nc2ccccc2)OC2OC(C)(C)OC21
Drug_1268	C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CCC3CCCC3)cc2O[C@@H]1CN(C)Cc1ccc(C(=O)O)cc1
Drug_1269	CNC[C@@H]1Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C
Drug_127	C/N=C/N(C)c1c2ccccc2nc2ccccc12
Drug_1270	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(NC(=O)Cc3cn(C)c4ccccc34)cc2C1=O
Drug_1271	C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)NC3CCCCC3)ccc2O[C@H]1CN(C)C(=O)Nc1cccc2ccccc12
Drug_1272	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3c(c2)OCCO3)OCc2cn(nn2)CCCC1=O
Drug_1273	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1sc(-c2ncco2)nc1-c1ccccc1)C1CCCCC1
Drug_1274	CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@]1(C)CCCCCC/C=C\CCC[C@@](C)(C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O
Drug_1275	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1
Drug_1276	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CNc1ccc(C#N)cc1)c1cccc(F)c1
Drug_1277	C[C@@H]1[C@@H](NC(=O)[C@@H]2[C@H]([C@H](C)O)[C@H](CO)ON2Cc2cccc(CN(CCN(C)C)[C@@H](c3ccccc3)C3CCCCC3)c2)C[C@H]2C[C@@H]1C2(C)C.C[C@@H]1[C@@H](NC(=O)[C@@H]2[C@H]([C@H](C)O)[C@H](CO)ON2Cc2cccc(CN(CCN(C)C)[C@H](c3ccccc3)C3CCCCC3)c2)C[C@H]2C[C@@H]1C2(C)C
Drug_1278	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CNc1ncccc1F)c1cccc(F)c1
Drug_1279	CNC(C)C(=O)NC(C(=O)N1CCC2CCN(CCc3ccccc3)CC21)C1CCCCC1
Drug_128	CN(C)CCCc1c[nH]c2ccccc12
Drug_1280	Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)CC1CCCCC1)O2
Drug_1281	CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1
Drug_1282	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C1CCCCC1)C1CCCCC1
Drug_1283	O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
Drug_1284	COc1ccc(OC)c(-c2nnc3n2N=C(c2ccc(OC)c(OC)c2)CS3)c1
Drug_1285	CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC
Drug_1286	COc1ccc(S(=O)(=O)N2CCNCC2)cc1OC
Drug_1287	COc1cc(O)c(C(C)=O)c(O)c1
Drug_1288	COc1ccc(-c2cnoc2-c2ccc(OC)cc2O)cc1
Drug_1289	COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC
Drug_129	COC1CCN(C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F)CC1
Drug_1290	COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC
Drug_1291	COc1ccc2c(O)c1-c1c(OC)ccc(c1O)SSc1ccc(OC)c(c1O)-c1c(OC)ccc(c1O)SS2
Drug_1292	CC(=O)Nc1nc(C)c(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1
Drug_1293	COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NCC(=O)O)cc2)cc1
Drug_1294	COc1cc(-c2cn[nH]c2)ccc1C(=O)Nc1ccc2c(c1)CCNCC2
Drug_1295	COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC
Drug_1296	COc1cc2c3c(n(CCCNCCO)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2
Drug_1297	COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C
Drug_1298	COc1ccc(-c2c[nH]nc2-c2cc(OC)c3c(c2)OCCO3)cc1
Drug_1299	COc1ccc(N(C)S(=O)(=O)c2ccccc2)cc1
Drug_13	Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
Drug_130	Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1
Drug_1300	COc1cc2c(cc1NS(=O)(=O)c1ccc(Br)cc1C)n(C)c(=O)n2C
Drug_1301	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
Drug_1302	COc1ccccc1Nc1nc(N)nc(N)c1N=O
Drug_1303	COc1ccc(Nc2cc(C)nc(NCc3ccccc3)n2)cc1
Drug_1304	COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)=O)cc4)n3C)ccc2c1
Drug_1305	COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
Drug_1306	COc1c(C)cc(C=O)cc1C
Drug_1307	COc1ccccc1-n1c(C)nc2ccccc2c1=O
